geneName,log2FC,pvalue,ProteinAccessions,,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
"CELE_F54C9,3",1.41929,3.61004,Q20753,,Uncharacterized protein,16.273,16.654,16.1808,16.8152,15.0435,14.9312,14.9108,15.3602,3.61004,0,1.41929,7.73339,+
col-38,1.45794,2.55267,Q20754,,COLlagen,14.179,14.3575,13.9842,14.6397,13.2095,12.5628,12.22,13.3363,2.55267,0.000326566,1.45794,4.86763,+
bcs-1,0.734642,0.47046,Q20755;Q58AA8,,BCS1 (Mitochondrial chaperone) homolog,12.0413,13.9121,14.3487,15.0272,12.6748,13.9705,12.7326,13.0127,0.47046,0.121124,0.734642,1.03985,
puf-5,2.5073,1.61711,Q20757,,Pumilio domain-containing protein 5,14.4975,13.0665,14.0762,15.0796,11.3989,10.2328,13.6763,11.3826,1.61711,0.00334674,2.5073,2.99549,+
arl-1,-0.74648,1.45977,Q20758,,ADP-ribosylation factor-like protein 1,14.2313,14.2362,13.6488,14.7824,14.7308,15.3927,14.811,14.9501,1.45977,0.00563246,-0.74648,-2.71893,+
"CELE_F54C9,9",1.69948,1.69466,Q20760,,Uncharacterized protein,14.1881,14.3183,14.3851,14.9556,12.959,13.4706,11.2535,13.3661,1.69466,0.00271121,1.69948,3.13486,+
"F54D1,6",2.72271,2.49926,Q20762,,"Uncharacterized protein F54D1,6",18.2245,17.0361,16.0797,18.1448,14.184,14.3334,14.7057,15.3711,2.49926,0.000370215,2.72271,4.74726,+
"CELE_F54D5,3",3.85584,3.65199,Q20769,,Uncharacterized protein,20.8911,20.2238,20.2614,21.2201,16.6557,16.3283,16.1595,18.0295,3.65199,0,3.85584,7.8697,+
"CELE_F54D5,4",1.73273,5.41681,Q20770,,Uncharacterized protein,21.4232,21.416,21.2278,21.7136,19.6916,19.8342,19.6503,19.6735,5.41681,0,1.73273,15.9686,+
"F54D5,7",2.06781,2.53471,Q20772,,"Probable glutaryl-CoA dehydrogenase, mitochondrial",17.632,16.8256,18.0494,18.8577,15.7765,15.5939,15.8253,15.8977,2.53471,0.000341045,2.06781,4.82692,+
dnj-13,1.69072,4.22991,Q20774,,DNaJ domain (Prokaryotic heat shock protein),18.6656,18.6329,19.1441,19.0268,16.8985,17.4144,17.2764,17.1172,4.22991,0,1.69072,9.9707,+
tag-174,3.44586,3.57332,Q20779,,"Probable cytochrome c oxidase subunit 6A, mitochondrial",21.7811,21.1998,20.9938,21.9179,18.4736,17.6493,17.1227,18.8635,3.57332,0,3.44586,7.61571,+
alh-1,-0.487013,1.06666,Q20780,,ALdehyde deHydrogenase,19.884,19.7238,20.2535,19.1327,20.1241,20.3295,20.2526,20.2359,1.06666,0.0182808,-0.487013,-2.05395,+
"CELE_F54F7,2",0.464979,1.42491,Q20789,,Uncharacterized protein,14.3714,14.1031,14.3125,14.7785,13.6554,13.8794,14.0605,14.1103,1.42491,0.0062685,0.464979,2.65865,+
"CELE_F54F7,3",3.7337,3.69455,Q20790,,Uncharacterized protein,19.8287,19.1186,18.8873,20.9253,16.0771,15.7006,15.9903,16.057,3.69455,0,3.7337,8.0101,+
"CELE_F55A11,1",-0.396307,0.295902,Q20796,,Uncharacterized protein,14.2613,16.5556,16.0825,15.6565,16.0097,15.4293,15.9867,16.7154,0.295902,0.234268,-0.396307,-0.70725,
syx-5,0.848089,1.62151,Q20797,,Putative syntaxin-5,14.2427,14.1111,14.0404,15.1648,13.4034,13.7518,13.6915,13.3199,1.62151,0.0033036,0.848089,3.00334,+
sel-11,2.20297,3.27008,Q20798,,E3 ubiquitin-protein ligase hrd-1,17.6028,18.2852,17.1059,18.2393,15.7669,15.6631,15.88,15.1114,3.27008,0,2.20297,6.6991,+
rfip-1,0.714224,1.3838,Q20813;Q8IG15;Q95ZS6,,Rab-11 Family Interacting-Protein,14.3412,14.0221,14.2146,15.093,13.5325,13.6274,13.5199,14.1343,1.3838,0.00716387,0.714224,2.58799,+
ssp-35,2.85791,4.52776,Q20815,,"Sperm Specific family, class P",18.3836,18.3483,18.2909,17.9336,15.3807,15.3927,14.8069,15.9445,4.52776,0,2.85791,11.2379,+
tsfm-1,1.68312,2.79349,Q20819,,"Elongation factor Ts, mitochondrial",17.8911,17.0659,17.2299,18.3792,15.8429,15.8934,15.9801,16.1172,2.79349,0.000182524,1.68312,5.43571,+
rskd-1,0.0675929,0.0769551,Q20821,,Ribosomal protein S6 Kinase Delta homolog,14.1756,14.3668,13.6875,14.7356,13.5651,14.6134,14.104,14.4126,0.0769551,0.665186,0.0675929,0.214025,
srpa-68,1.87509,3.6243,Q20822,,Probable signal recognition particle subunit SRP68,16.4375,17.161,17.432,17.1206,14.9353,15.1465,15.0874,15.4815,3.6243,0,1.87509,7.7795,+
aman-1,0.412418,0.523731,Q20829,,Alpha-mannosidase,16.2918,16.1401,16.8,17.7056,16.5174,16.3435,16.1045,16.3223,0.523731,0.10066,0.412418,1.13567,
"F55G1,9",-0.674823,1.24145,Q20848,,Putative pyrroline-5-carboxylate reductase,14.1553,13.895,14.2723,15.03,14.65,14.9302,15.0908,15.3807,1.24145,0.0112864,-0.674823,-2.34624,+
rod-1,0.754137,1.21688,Q20849,,Kinetochore-associated protein rod-1,14.7647,15.5997,14.5994,15.8648,14.4884,14.2628,14.7347,14.3261,1.21688,0.0121483,0.754137,2.30491,+
"CELE_F56C9,7",0.0553014,0.0297328,Q20865,,Uncharacterized protein,14.5383,16.1743,16.4177,14.5183,15.6062,15.3073,14.3466,16.1674,0.0297328,0.857272,0.0553014,0.0865718,
"CELE_F56C9,8",2.96489,4.85567,Q20866,,Uncharacterized protein,14.0488,14.3572,14.1644,14.9568,11.4525,11.2263,11.2658,11.7231,4.85567,0,2.96489,12.8035,+
daz-1,-0.40409,0.310564,Q20870,,DAZ protein 1,16.0275,14.1311,13.8147,15.533,15.2565,14.9761,15.5569,15.3333,0.310564,0.220382,-0.40409,-0.736619,
ddx-15,1.10891,0.851843,Q20875,,Pre-mRNA-splicing factor ATP-dependent RNA helicase ddx-15,15.9511,15.969,13.6168,16.3357,14.3869,14.5588,14.6897,13.8015,0.851843,0.035082,1.10891,1.69682,+
"CELE_F56D3,1",1.79464,2.57647,Q20877,,Uncharacterized protein,17.6214,18.8302,18.6211,19.3151,16.6932,16.8019,16.6911,17.0232,2.57647,0.00033042,1.79464,4.92189,+
"CELE_F56D5,6",1.30565,2.07134,Q20881,,Uncharacterized protein,17.034,17.4284,17.4207,18.4902,16.2202,16.2513,16.6531,16.0262,2.07134,0.000762443,1.30565,3.84743,+
ifet-1,-0.619332,0.670639,Q20898,,Translational repressor ifet-1,15.7213,15.1247,16.5559,14.5193,16.2118,16.0087,15.8756,16.3024,0.670639,0.0614604,-0.619332,-1.39147,
yif-1,-0.365649,0.571553,Q20913;Q2PJ77,,YIP1-Interacting Factor homolog,16.6979,16.0077,15.8766,15.9231,16.4437,16.3067,16.0751,17.1423,0.571553,0.0860563,-0.365649,-1.22013,
col-160;col-159,-0.770654,1.33526,Q20921;Q20922,,COLlagen,14.4973,15.4157,14.5836,14.0277,15.2231,15.3577,15.7096,15.3166,1.33526,0.00832013,-0.770654,-2.50506,+
sun-1,1.72425,2.18635,Q20924,,Sun domain-containing protein 1,13.6466,13.9393,14.4897,14.9665,12.1124,12.5498,12.0897,13.3931,2.18635,0.000663444,1.72425,4.07879,+
byn-1,3.77573,3.7265,Q20932,,Cell adhesion protein byn-1,16.7654,17.4386,16.5288,18.3414,13.3623,13.1355,13.3169,14.1566,3.7265,0,3.77573,8.11686,+
"rpn-6,1",0.582432,1.48257,Q20938,,"Probable 26S proteasome regulatory subunit rpn-6,1",16.679,17.0527,17.4882,17.4783,16.4409,16.5759,16.523,16.8287,1.48257,0.00528084,0.582432,2.75854,+
"F57B9,1",0.292808,0.570444,Q20939,,Putative pyridoxamine 5'-phosphate oxidase,14.3818,14.4457,14.4894,15.1749,14.3126,13.9276,14.6639,14.4165,0.570444,0.0863453,0.292808,1.21818,
mrp-2,1.05624,1.51376,Q20943,,Uncharacterized protein,16.3417,15.2323,15.9039,16.0221,14.3918,14.2646,15.4935,15.1251,1.51376,0.00478754,1.05624,2.81296,+
"CELE_F57F5,1",1.54122,2.02639,Q20950,,Uncharacterized protein,19.6973,18.5609,19.3343,20.3896,17.633,18.285,18.1302,17.7692,2.02639,0.00101603,1.54122,3.75892,+
lys-4,2.19381,2.70069,Q20964,,LYSozyme,16.3078,15.1502,14.6227,16.0258,13.6729,13.0202,13.102,13.5361,2.70069,0.00020994,2.19381,5.2117,+
"CELE_F58B3,6",2.21981,2.58013,Q20965,,Uncharacterized protein,16.3073,16.8867,16.5519,17.2493,15.7275,14.128,14.0463,14.2142,2.58013,0.000330853,2.21981,4.93027,+
"CELE_F58B3,7",2.81414,4.07888,Q20966,,Uncharacterized protein,13.6261,14.1026,13.9867,14.984,11.3843,11.2267,11.2438,11.588,4.07888,0,2.81414,9.37884,+
"CELE_F58B3,4",6.21999,5.00107,Q20969,,Uncharacterized protein,20.7702,19.5757,19.2174,20.4959,13.2016,14.3757,13.4812,14.1207,5.00107,0,6.21999,13.561,+
mrs-1,1.92226,3.75508,Q20970,,"Methionine--tRNA ligase, cytoplasmic",17.8033,18.1928,18.0552,18.8837,16.2793,16.2624,16.2841,16.4201,3.75508,0,1.92226,8.21343,+
"CELE_F58B4,5",1.94711,1.9842,Q20974,,Uncharacterized protein,17.8482,16.7382,16.3626,18.6211,15.619,15.4128,15.1316,15.6182,1.9842,0.00121195,1.94711,3.67676,+
"CELE_F58E6,5",2.74352,3.89326,Q20981,,Major sperm protein,13.9797,13.5459,13.8679,14.9576,11.356,11.172,11.2798,11.5692,3.89326,0,2.74352,8.69428,+
acox-3,0.941916,1.43202,Q20992,,Acyl-coenzyme A oxidase,16.2194,15.778,15.3982,15.5398,15.0932,14.9195,15.2503,13.9047,1.43202,0.00612597,0.941916,2.67092,+
myo-5,2.01794,5.10966,Q21000,,MYOsin heavy chain structural genes,21.6743,21.6699,21.4351,22.0815,19.8014,19.6048,19.755,19.6279,5.10966,0,2.01794,14.1542,+
amph-1,2.12809,2.67375,Q21004,,AMPHiphysin homolog,17.3721,16.9685,17.1274,18.7493,15.4339,15.2673,15.6189,15.3847,2.67375,0.000230875,2.12809,5.1479,+
"F58H1,3",0.418665,0.457943,Q21012,,Enolase-phosphatase E1,13.9539,13.7767,13.1301,15.0921,13.4985,13.5294,13.5251,13.7251,0.457943,0.126183,0.418665,1.01703,
cri-3,2.17804,2.17296,Q21018,,Conserved regulator of innate immunity protein 3,20.0506,19.4853,19.8957,21.8438,18.3801,17.9195,17.9194,18.3443,2.17296,0.000657332,2.17804,4.05147,+
npp-9,0.894638,2.47236,Q21021;Q86G90,,Nuclear Pore complex Protein,18.4276,17.9429,18.387,18.5181,17.6373,17.6746,17.3028,17.0824,2.47236,0.000366057,0.894638,4.68736,+
"rnh-1,0",2.94877,4.26791,Q21024;Q86MP4,,RNase H,17.4493,16.9626,16.7883,17.6039,14.8536,13.8219,14.2183,14.1153,4.26791,0,2.94877,10.1248,+
ver-3,3.40322,3.87786,Q21038,,Tyrosine-protein kinase receptor ver-3,14.3328,14.3698,14.4367,15.0269,10.4746,11.507,11.965,10.6067,3.87786,0,3.40322,8.6395,+
vps-35,2.44861,2.38469,Q21053,,Vacuolar protein sorting-associated protein 35,18.1217,17.0741,17.6841,15.6458,14.5108,14.635,14.8545,14.7309,2.38469,0.000416866,2.44861,4.49544,+
hch-1,-2.14221,2.8899,Q21059,,Zinc metalloproteinase nas-34,14.2624,14.2298,13.3424,14.8484,16.255,16.5686,15.7325,16.6957,2.8899,0.000146789,-2.14221,-5.67557,+
ifa-3,3.10878,2.58477,Q21065,,Intermediate filament protein ifa-3,20.6014,20.4707,19.5559,21.0688,18.2206,16.9582,15.9346,18.1484,2.58477,0.000302152,3.10878,4.94091,+
"CELE_K01A11,2",-0.360011,0.763257,Q21069,,Uncharacterized protein,14.1553,14.1127,14.3188,14.9864,14.7551,14.4321,14.8829,14.9431,0.763257,0.0462923,-0.360011,-1.54846,+
"CELE_K01C8,1",1.48987,1.62561,Q21080,,Uncharacterized protein,13.7564,13.5645,14.0628,14.6489,11.3657,12.605,13.4761,12.6264,1.62561,0.00328606,1.48987,3.01066,+
mrpl-10,-0.377528,0.60493,Q21083,,"Mitochondrial Ribosomal Protein, Large",14.0282,14.2543,14.2167,14.9933,14.2914,15.0754,15.1171,14.5188,0.60493,0.0766382,-0.377528,-1.27833,
nst-1,-0.0804701,0.0625101,Q21086,,Guanine nucleotide-binding protein-like 3 homolog,13.7245,15.2371,15.7385,14.302,14.6656,14.8835,14.8804,14.8945,0.0625101,0.718492,-0.0804701,-0.176186,
"CELE_K01D12,6",3.31031,2.92138,Q21096,,Uncharacterized protein,17.3257,15.9732,15.7648,18.005,13.7404,13.7424,12.8838,13.4609,2.92138,0.000133195,3.31031,5.75551,+
dcaf-1,1.6732,0.811348,Q21106,,DDB1- and CUL4-associated factor homolog 1,18.5374,17.9726,16.7251,14.0717,15.5408,15.4712,14.4021,15.1999,0.811348,0.0395235,1.6732,1.62916,+
endu-1,4.67897,5.70637,Q21109,,Poly(U)-specific endoribonuclease homolog,18.8745,19.0975,18.9907,19.7919,14.8226,14.0897,14.4377,14.6887,5.70637,0,4.67897,17.8819,+
mcu-1,1.20568,1.75809,Q21121,,"Calcium uniporter protein, mitochondrial",14.4619,14.1414,12.9846,14.1371,12.2258,12.9484,13.0206,12.7074,1.75809,0.00232748,1.20568,3.25053,+
"pfkb-1,2",1.76057,3.82939,Q21122,,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase",16.2125,16.304,15.934,16.0001,14.5193,14.1667,13.934,14.7884,3.82939,0,1.76057,8.46908,+
"CELE_K02F3,9",-2.81564,4.09581,Q21151,,Uncharacterized protein,13.3347,14.2316,13.5521,14.3703,16.6039,16.3734,16.6493,17.1245,4.09581,0,-2.81564,-9.44358,+
far-8,2.5907,4.90475,Q21152,,Fatty Acid/Retinol binding protein,17.7541,17.958,17.3859,17.817,15.253,15.5284,14.905,14.8658,4.90475,0,2.5907,13.0546,+
"K02F3,2",1.46149,3.51488,Q21153,,"Probable calcium-binding mitochondrial carrier K02F3,2",16.5747,16.0887,16.8752,16.8911,15.0567,15.0856,15.1234,15.3182,3.51488,0,1.46149,7.43148,+
moma-1,3.96805,3.47482,Q21154,,MICOS complex subunit MIC27,20.5093,19.7175,20.4766,21.7203,16.9565,16.1721,15.9524,17.4704,3.47482,0,3.96805,7.30735,+
rnp-5,1.81161,1.32504,Q21155,,RNP (RRM RNA binding domain) containing,17.1671,16.0984,15.8465,18.8982,15.4738,14.8337,14.7928,15.6635,1.32504,0.00862804,1.81161,2.48767,+
sur-5,1.6944,1.38167,Q21166,,Acetoacetyl-CoA synthetase,15.4001,14.4442,16.0839,17.2937,13.7759,13.9599,13.8086,14.8998,1.38167,0.00718184,1.6944,2.58433,+
taf-10,0.766115,1.86644,Q21172;Q95ZS0,,Transcription initiation factor TFIID subunit 10,12.9981,13.2284,13.636,13.8132,12.7134,12.3162,12.6907,12.8909,1.86644,0.00174189,0.766115,3.45194,+
"CELE_K03B4,2",0.575622,1.28544,Q21173,,Uncharacterized protein,15.5058,15.3679,15.1606,16.0515,15.2388,15.0616,14.9158,14.567,1.28544,0.00963998,0.575622,2.42051,+
"CELE_K03B4,1",0.27558,0.54061,Q21174,,Uncharacterized protein,14.5152,14.2477,14.3524,14.8157,14.2408,13.7829,14.064,14.741,0.54061,0.0947319,0.27558,1.16564,
"CELE_K03B8,6",0.531507,1.68474,Q21182,,Uncharacterized protein,14.3099,14.2549,14.1708,14.9097,13.898,13.8145,13.8697,13.9371,1.68474,0.00276214,0.531507,3.11691,+
pfn-3,1.13284,1.51392,Q21193,,Profilin-3,17.8432,17.1666,17.3667,18.8708,16.3015,16.8078,16.9005,16.706,1.51392,0.00478895,1.13284,2.81323,+
"CELE_K03H1,7",1.74969,2.07275,Q21196,,Uncharacterized protein,14.1755,15.2153,15.842,14.651,13.9764,12.7279,13.2863,12.8944,2.07275,0.000762981,1.74969,3.85023,+
mlc-6,4.66047,2.42632,Q21201,,Myosin Light Chain,14.3065,14.4382,14.2976,14.9362,7.01601,9.76874,11.1832,11.3686,2.42632,0.000391552,4.66047,4.58595,+
"CELE_K04C2,2",1.35473,1.24651,Q21210,,Uncharacterized protein,14.7787,15.0067,14.7388,16.8926,13.7573,13.5194,14.0255,14.6957,1.24651,0.0109926,1.35473,2.35477,+
rack-1,-0.531136,2.28069,Q21215,,Guanine nucleotide-binding protein subunit beta-2-like 1,19.0924,19.0897,19.1451,19.3464,19.3794,19.7519,19.8276,19.8393,2.28069,0.000538226,-0.531136,-4.27404,+
gta-1,0.30921,0.544426,Q21217,,"Probable 4-aminobutyrate aminotransferase, mitochondrial",20.2991,19.4789,19.3668,20.0734,19.2539,19.8775,19.3706,19.4793,0.544426,0.0935398,0.30921,1.17239,
pept-1,0.709131,1.00913,Q21219,,Peptide transporter family 1,14.3644,14.391,14.4853,14.7199,14.166,12.8588,14.4691,13.6302,1.00913,0.0217346,0.709131,1.95835,+
aho-3,0.323155,1.03865,Q21221,,Uncharacterized protein,14.1439,14.2419,14.4061,14.766,14.2655,13.9583,14.1461,13.8955,1.03865,0.0198028,0.323155,2.00738,+
"cdc-48,3",1.62816,3.4333,Q21222,,Cell Division Cycle related,14.7302,14.3401,14.736,15.3634,13.2181,13.2863,13.2283,12.9246,3.4333,0,1.62816,7.1805,+
ath-1,-0.402172,0.686435,Q21224,,Acyl protein THioesterase family,14.0757,14.4367,14.1746,14.6204,14.8654,14.3171,14.3405,15.3931,0.686435,0.058568,-0.402172,-1.41842,
vacl-14,1.68944,4.00995,Q21225,,VAC (Yeast VACuole morphology)-Like,16.0282,16.1647,16.1347,16.6441,14.296,14.6814,14.3993,14.8372,4.00995,0,1.68944,9.11927,+
"CELE_K04G2,9",-0.152002,0.161597,Q21228,,Uncharacterized protein,14.2545,14.2361,14.3224,15.1143,15.3553,14.4122,13.9706,14.7972,0.161597,0.427444,-0.152002,-0.419738,
"K04G2,1",1.62516,2.95859,Q21230,,Eukaryotic translation initiation factor 2 subunit 2,18.4505,18.2308,18.3459,19.402,16.8736,16.9645,17.1859,16.9046,2.95859,0.00013617,1.62516,5.85108,+
nuo-4,1.5057,3.82362,Q21233,,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",17.6919,17.5316,17.7576,18.3357,16.3372,16.3939,16.3226,16.2405,3.82362,0,1.5057,8.44898,+
lect-2,1.19338,5.08056,Q21241,,LECT-2,16.6624,16.8713,16.7029,16.7564,15.5471,15.5318,15.3948,15.7457,5.08056,0,1.19338,13.9929,+
gsnl-1,1.47407,2.73437,Q21253,,Gelsolin-like protein 1,18.4022,17.9656,18.1737,19.1154,17.0511,16.6158,16.906,17.1876,2.73437,0.000196597,1.47407,5.29226,+
tag-225,-0.0506353,0.0388896,Q21265,,Putative metalloproteinase inhibitor tag-225,18.3804,18.8876,17.4972,19.575,18.8141,18.7306,18.3116,18.6864,0.0388896,0.816666,-0.0506353,-0.112172,
"CELE_K07C11,4",0.863854,0.578672,Q21266,,Carboxylic ester hydrolase,15.6588,13.0013,15.1614,15.0844,12.9663,14.3249,14.6366,13.5228,0.578672,0.0840075,0.863854,1.23259,
"CELE_K07C11,3",0.640327,1.10202,Q21267,,Uncharacterized protein,18.7259,17.9167,19.3315,18.5817,17.7604,17.9827,18.1048,18.1465,1.10202,0.0164978,0.640327,2.11281,+
cogc-6,2.45926,4.0959,Q21270,,Conserved oligomeric Golgi complex subunit 6,14.2543,14.1913,14.4772,14.5535,12.03,11.6522,12.5411,11.4159,4.0959,0,2.45926,9.44395,+
"CELE_K07C5,2",2.68476,3.12567,Q21274,,Uncharacterized protein,16.2847,16.3916,16.4994,18.0342,13.8327,14.0829,14.3185,14.2369,3.12567,5.80E-05,2.68476,6.29496,+
"CELE_K07C5,3",0.135211,0.102321,Q21275,,Uncharacterized protein,14.4277,13.9301,14.2465,14.7299,14.1036,13.9572,13.2772,15.4552,0.102321,0.579341,0.135211,0.278341,
"K07C5,4",0.51365,1.54401,Q21276,,"Uncharacterized NOP5 family protein K07C5,4",17.0979,17.3755,17.5128,17.9053,16.8696,16.9044,16.9188,17.144,1.54401,0.00426247,0.51365,2.86603,+
"K07C5,6",0.563333,0.820713,Q21278,,Pre-mRNA-splicing factor SLU7,14.8875,14.7915,15.3271,15.4387,15.091,14.1123,13.9414,15.0468,0.820713,0.0387285,0.563333,1.64483,+
mup-4,0.0808563,0.0565738,Q21281,,Transmembrane matrix receptor MUP-4,14.5143,12.9162,13.3852,15.0814,13.7455,13.8356,13.8949,14.0977,0.0565738,0.742418,0.0808563,0.160358,
"CELE_K07E3,4",1.30594,3.35478,Q21284,,Uncharacterized protein,18.3733,18.2497,18.3404,18.8603,16.8368,17.0468,17.3218,17.3945,3.35478,0,1.30594,6.94555,+
dao-3,-1.17891,2.92656,Q21285,,Dauer or Aging adult Overexpression,16.0507,15.8381,16.3417,16.7538,17.5551,17.3854,17.3204,17.439,2.92656,0.000133681,-1.17891,-5.76874,+
ssp-10,0.975015,0.875034,Q21289,,Sperm-specific class P protein 10,18.661,19.2919,20.2935,17.6816,17.9007,17.971,17.7999,18.3563,0.875034,0.0328382,0.975015,1.73548,+
nspd-2,-0.828634,2.10883,Q21293,,"Nematode Specific Peptide family, group D",14.4671,14.3685,14.3844,14.5629,15.6382,14.7181,15.2102,15.5309,2.10883,0.000733142,-0.828634,-3.92207,+
ssq-1,-0.635735,1.19966,Q21294,,"Sperm-Specific family, class Q",14.4004,14.3658,14.2023,14.6631,14.5258,14.9556,14.9178,15.7753,1.19966,0.0127912,-0.635735,-2.276,+
npp-1,1.62019,2.83211,Q21295;Q9U3B9;Q9U3C1,,Nuclear Pore complex Protein,15.9934,16.1715,16.0133,17.2028,14.6133,14.7726,14.6756,14.8387,2.83211,0.000159921,1.62019,5.5309,+
"CELE_K07F5,14",2.04776,3.64764,Q21298,,Uncharacterized protein,17.1211,16.7621,16.74,16.7416,14.0841,15.0301,15.1708,14.8888,3.64764,0,2.04776,7.85548,+
crml-1,1.6003,2.41079,Q21301,,"CARMIL (Capping, ARp2/3, Myosin I Linker protein) homolog",14.9953,16.0216,15.3137,16.417,14.1382,14.4467,13.9218,13.8397,2.41079,0.000388396,1.6003,4.55206,+
mek-1,1.73685,5.16264,Q21307,,Dual specificity mitogen-activated protein kinase kinase mek-1,15.2411,15.1916,15.3977,15.2063,13.2836,13.6562,13.393,13.7564,5.16264,0,1.73685,14.4525,+
"CELE_K08C7,1",0.717829,0.946417,Q21312,,Uncharacterized protein,14.5368,14.3314,15.1274,15.7875,14.6433,13.8794,13.8659,14.5232,0.946417,0.0260086,0.717829,1.85419,+
rnp-2,2.0503,2.13496,Q21322,,RNP (RRM RNA binding domain) containing,17.18,18.2661,17.4806,18.2961,16.2003,14.9003,15.1761,16.7448,2.13496,0.000672694,2.0503,3.97454,+
rnp-3,1.39291,1.35274,Q21323,,RNP (RRM RNA binding domain) containing,16.6167,16.5343,17.0388,18.7114,16.0479,16.265,15.7191,15.2976,1.35274,0.00789851,1.39291,2.53486,+
dnj-15,0.466463,0.804676,Q21324;U4PF47,,DNaJ domain (Prokaryotic heat shock protein),15.0373,15.3861,14.609,14.3049,14.1213,14.3553,14.1612,14.8337,0.804676,0.0404012,0.466463,1.61799,+
"CELE_K08E4,6",0.94708,0.832102,Q21336,,Uncharacterized protein,16.6408,16.0701,15.6416,18.1246,15.2841,15.4933,15.8539,16.0574,0.832102,0.037268,0.94708,1.66387,+
spt-5,1.72924,3.68999,Q21338,,Transcription elongation factor SPT5,16.3004,15.6793,16.0998,16.3428,14.3669,14.2047,14.1209,14.8129,3.68999,0,1.72924,7.99495,+
eak-7,2.96897,3.45818,Q21342,,Enhancer of AKt-1 null,17.3105,17.2084,17.2571,18.7118,14.2259,14.5665,14.6882,15.1313,3.45818,0,2.96897,7.25631,+
gtbp-1,1.62892,5.23823,Q21351,,Ras-Gtpase-activating protein SH3 (Three) domain-Binding Protein,20.7924,20.4978,20.4609,20.8931,19.0538,19.0834,19.0015,18.9898,5.23823,0,1.62892,14.8884,+
glt-3,4.38201,4.07005,Q21353,,Putative sodium-dependent excitatory amino acid transporter glt-3,16.7859,16.5562,17.649,17.4658,13.1184,13.5785,12.4198,11.8121,4.07005,0,4.38201,9.34522,+
gst-4,0.644843,1.3768,Q21355,,Glutathione S-transferase 4,17.7143,18.1942,18.7718,17.8514,17.7015,17.4617,17.4992,17.2901,1.3768,0.00728879,0.644843,2.57599,+
"CELE_K09E2,3",0.55956,0.71742,Q21392,,Uncharacterized protein,15.7302,15.8541,16.2707,16.8984,15.5866,15.9403,14.8742,16.114,0.71742,0.0535172,0.55956,1.47107,
"CELE_K10D3,4",3.22454,5.10662,Q21418,,Uncharacterized protein,14.2682,14.2132,13.9325,14.9339,11.32,11.0233,11.1676,10.9387,5.10662,0,3.22454,14.1372,+
pix-1,0.0714417,0.104517,Q21430,,PIX (PAK (p21-activated kinase) Interacting eXchange factor) homolog,14.1324,14.2828,14.3634,14.7497,13.9778,14.0855,14.2462,14.9329,0.104517,0.572796,0.0714417,0.283791,
nas-11,0.711898,0.713906,Q21432,,Zinc metalloproteinase nas-11,15.6375,16.2306,15.7757,17.7477,15.5219,15.7469,15.6729,15.6021,0.713906,0.054157,0.711898,1.46511,
smf-1,2.79886,3.76093,Q21434,,NRAMP-like transporter smf-1,14.4622,13.5243,13.5874,14.8583,11.4832,11.1178,11.2189,11.4167,3.76093,0,2.79886,8.23331,+
npp-3,1.56274,1.28948,Q21436,,Nuclear Pore complex Protein,13.5965,15.1685,15.4967,14.5148,13.3218,14.1284,13.2903,11.7851,1.28948,0.00955131,1.56274,2.42735,+
lmn-1,1.6734,3.92022,Q21443,,Lamin-1,21.4238,21.6422,21.3297,21.2026,19.2495,20.0177,19.8531,19.7843,3.92022,0,1.6734,8.7909,+
cogc-2,3.18193,5.27296,Q21444,,Conserved oligomeric Golgi complex subunit 2,14.1374,14.4225,14.2661,15.0428,11.3636,11.1152,11.255,11.4073,5.27296,0,3.18193,15.0928,+
"M01F1,3",-0.308542,0.442619,Q21452,,"Lipoyl synthase, mitochondrial",14.0237,14.4412,13.9181,15.1409,14.9752,14.8623,14.5796,14.341,0.442619,0.132791,-0.308542,-0.988908,
"CELE_M01F1,4",1.39275,2.99485,Q21453;Q5CZ47,,Uncharacterized protein,15.97,15.5213,15.4039,16.1617,14.6126,14.6461,14.0754,14.152,2.99485,0.000111232,1.39275,5.94533,+
mrpl-35,1.11636,1.19233,Q21454,,"Probable 39S ribosomal protein L35, mitochondrial",14.4376,14.408,14.3774,15.0645,14.8133,13.1976,13.1028,12.7082,1.19233,0.0131003,1.11636,2.26371,+
asns-2,0.706007,1.16009,Q21463,,Asparagine synthetase,16.6301,16.6157,17.7528,16.3438,15.9373,16.1571,16.2133,16.2106,1.16009,0.0141546,0.706007,2.20973,+
zig-12,1.65155,3.84804,Q21465,,2 (Zwei) IG domain protein,19.6714,19.5714,19.2437,20.0821,17.7397,18.108,18.1102,18.0044,3.84804,0,1.65155,8.53429,+
