geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 ,,
snap-1,1.08177,3.53283,Q18921,SNAP (Soluble NSF Attachment Protein) homolog,16.7222,16.3309,16.3342,16.7082,15.5975,15.1901,15.4144,15.5665,3.53283,0.000710921,1.08177,7.48766,+,,
"CELE_D1022,4",-1.93252,2.86302,Q18926,Uncharacterized protein,12.2786,13.4087,13.2591,13.5438,15.2268,15.3694,14.5051,15.119,2.86302,0.00207289,-1.93252,-5.60794,+,,
gst-42,-0.0551944,0.117999,Q18938,Probable maleylacetoacetate isomerase,16.3516,15.6684,15.9789,16.0814,16.1927,16.0094,15.8196,16.2792,0.117999,0.680668,-0.0551944,-0.316866,,,
"CELE_D1054,10",2.01775,3.30976,Q18943,Uncharacterized protein,20.4218,21.2658,21.0709,21.7417,19.2074,18.9506,18.892,19.3791,3.30976,0.000986111,2.01775,6.81367,+,,
"CELE_D1054,8",-0.840523,0.989996,Q18946,Uncharacterized protein,14.2305,13.8541,13.2778,14.5251,15.2577,14.7631,13.8607,15.3682,0.989996,0.0657851,-0.840523,-1.92657,,,
ule-3,2.21088,5.75303,Q18947,Uterine Lumin Expressed/locailized,20.6479,20.8095,20.6045,20.4855,18.511,18.6402,18.1642,18.3886,5.75303,0,2.21088,18.2102,+,,
"CELE_D1054,3",-0.5546,0.734228,Q18949,Uncharacterized protein,15.1287,14.5714,13.7726,15.0969,15.0823,15.0044,14.9387,15.7626,0.734228,0.121192,-0.5546,-1.49951,,,
wdfy-2,0.942135,1.45642,Q18964,WD repeat and FYVE domain-containing protein 2,15.6032,14.8319,14.4042,15.355,13.7665,13.8595,14.0575,14.7423,1.45642,0.0236748,0.942135,2.71313,+,,
eat-3,0.379,0.644384,Q18965,Uncharacterized protein,15.283,15.0242,14.7604,15.973,14.6378,14.9451,14.8018,15.14,0.644384,0.152651,0.379,1.34647,,,
"CELE_D2013,6",-2.25853,4.0848,Q18966,Uncharacterized protein,12.57,11.7671,12.1398,12.6333,14.3225,14.5117,14.4037,14.9065,4.0848,0.000118959,-2.25853,-9.40145,+,,
"eif-3,F",0.876612,1.29618,Q18967,Eukaryotic translation initiation factor 3 subunit F,16.6605,15.753,16.2876,17.2013,15.6228,15.2667,15.3833,16.1231,1.29618,0.0329822,0.876612,2.43869,+,,
gstk-2,1.07515,3.05032,Q18973,Glutathione s-transferase kappa 2,14.7376,13.978,14.446,14.5097,13.1691,13.4275,13.2695,13.5046,3.05032,0.00155493,1.07515,6.09174,+,,
"CELE_D2045,2",0.78012,1.87545,Q18983,Uncharacterized protein,14.4719,13.8775,14.1283,14.7399,13.4832,13.3469,13.3897,13.8773,1.87545,0.00948749,0.78012,3.46891,+,,
"CELE_D2045,8",0.984577,0.51065,Q18986,Uncharacterized protein,12.5056,11.9416,9.85112,12.4846,8.85896,11.2091,11.2076,11.5689,0.51065,0.21759,0.984577,1.11233,,,
pyr-1,0.243703,0.902127,Q18990,CAD protein,15.7608,15.4359,15.4216,15.6728,15.4867,15.5404,15.1322,15.157,0.902127,0.0805827,0.243703,1.78057,,,
eif-2bepsilon,0.423428,2.38612,Q18994,Eukaryotic Initiation Factor,14.6799,14.4793,14.6623,14.9178,14.2955,14.2074,14.3215,14.2213,2.38612,0.00419969,0.423428,4.49853,+,,
aagr-1,-1.13027,2.54926,Q19004,Acid Alpha Glucosidase Relate,14.1424,14.8091,15.0361,14.9476,15.8878,16.0968,15.9216,15.5501,2.54926,0.00310218,-1.13027,-4.85988,+,,
nap-1,-0.100823,0.314219,Q19007,Nucleosome Assembly Protein,19.4567,19.302,19.2235,19.3378,19.7696,19.4286,19.1607,19.3644,0.314219,0.375371,-0.100823,-0.74389,,,
dhc-1,0.728913,3.26382,Q19020,"Dynein heavy chain, cytoplasmic",15.6327,15.5518,15.6365,15.9266,15.1644,14.8783,14.8464,14.9427,3.26382,0.00095302,0.728913,6.68117,+,,
"CELE_E02C12,6",-2.09274,3.3841,Q19030,Uncharacterized protein,12.4795,12.0946,12.2336,12.6812,13.9647,15.0035,14.8449,14.0469,3.3841,0.000899628,-2.09274,-7.03254,+,,
mrp-3,1.33448,1.91106,Q19048,Uncharacterized protein,14.2081,14.4391,15.3535,14.4216,12.8386,12.9635,13.2084,14.0738,1.91106,0.00874703,1.33448,3.53637,+,,
"E04D5,1",0.0861421,0.685704,Q19052,Eukaryotic translation initiation factor 2A,16.7058,16.7132,16.7325,16.8687,16.705,16.7591,16.6741,16.5375,0.685704,0.136821,0.0861421,1.41718,,,
"CELE_E04F6,4",3.53847,3.71319,Q19056,Uncharacterized protein,16.977,16.2991,16.1915,17.222,13.6563,12.4364,12.6029,13.8402,3.71319,0.000480418,3.53847,8.07226,+,,
acdh-12,-0.27376,1.3785,Q19057,Acyl CoA DeHydrogenase,17.1272,17.1641,17.231,17.3794,17.5285,17.5906,17.2369,17.6408,1.3785,0.0278426,-0.27376,-2.5789,+,,
maoc-1,0.547043,2.44645,Q19058,MAO-C-like dehydratase domain,15.7898,15.9523,15.8185,15.9991,15.2975,15.6046,15.0887,15.3806,2.44645,0.00366993,0.547043,4.63012,+,,
"CELE_E04F6,6",0.882257,2.23149,Q19059,Uncharacterized protein,12.5619,12.1539,12.3141,12.3351,11.9131,11.0489,11.241,11.6331,2.23149,0.00518926,0.882257,4.17157,+,,
"CELE_E04F6,8",1.41552,3.83019,Q19063,Uncharacterized protein,18.4058,18.24,18.3581,18.3493,17.1671,16.5818,16.7068,17.2353,3.83019,0.000378223,1.41552,8.47188,+,,
"CELE_E04F6,9",0.919958,2.26835,Q19064,Uncharacterized protein,19.1232,19.8384,19.7992,19.9218,18.7601,19.0328,18.4761,18.7339,2.26835,0.00510638,0.919958,4.24821,+,,
pho-1,-0.459839,0.976522,Q19076,Intestinal acid phosphatase,12.5658,12.1043,12.142,12.6709,12.5639,12.4678,12.9913,13.2994,0.976522,0.0681778,-0.459839,-1.90419,,,
dpf-4,0.240782,0.651897,Q19086,Dipeptidyl Peptidase Four (IV) family,16.5756,16.473,16.1169,16.9425,16.2881,16.3415,16.1444,16.371,0.651897,0.149667,0.240782,1.35937,,,
dnpp-1,-0.778917,1.96184,Q19087,Aspartyl aminopeptidase,18.0691,17.3146,17.26,17.4304,18.1367,18.3399,18.1359,18.5773,1.96184,0.00804437,-0.778917,-3.63358,+,,
rabn-5,0.82611,0.759264,Q19088,RABaptiN (Rab effector),14.7879,13.9998,16.005,16.2609,14.5336,14.2914,14.3109,14.6134,0.759264,0.114637,0.82611,1.54174,,,
"CELE_F01F1,2",-0.599343,0.694993,Q19093,Uncharacterized protein,14.3367,14.8911,16.168,14.6004,15.4937,15.4153,15.6056,15.8791,0.694993,0.133538,-0.599343,-1.43299,,,
eat-17,0.871053,0.785346,Q19101;S6EZL6;S6F527;S6FMY8;S6FWN8;U4PBB2,Uncharacterized protein,14.9998,15.6955,15.0317,15.6548,14.9487,13.1576,14.2354,15.5557,0.785346,0.107302,0.871053,1.58558,,,
ard-1,-1.35093,5.41248,Q19102,Alcohol/Ribitol Dehydrogenase family,18.2729,18.4456,18.2981,18.3991,19.606,19.5803,19.7276,19.9055,5.41248,0,-1.35093,-15.9415,+,,
skih-2,1.11944,1.35611,Q19103,SKI (Yeast SuperKIller) Helicase homolog,12.3316,11.7725,13.6613,12.101,11.4714,11.0787,11.127,11.7115,1.35611,0.0292028,1.11944,2.54062,+,,
"CELE_F02C12,1",1.04441,2.73653,Q19107,Uncharacterized protein,12.5611,11.9794,12.2885,12.6901,11.4203,11.2349,11.0682,11.6181,2.73653,0.00234315,1.04441,5.29745,+,,
aps-2,0.0982203,0.0676191,Q19123,"AdaPtin, Small chain (Clathrin associated complex)",14.6061,14.8483,14.7507,12.9771,14.9364,14.2444,13.885,13.7236,0.0676191,0.800934,0.0982203,0.189676,,,
asb-2,0.0056529,0.0157836,Q19126,ATP Synthase B homolog,18.4664,18.6506,18.4957,18.9536,18.6033,18.725,18.5177,18.6977,0.0157836,0.950904,0.0056529,0.0466457,,,
ncam-1,0.518303,1.05151,Q19128;Q8MQ86;Q8T3E5,"Immunoglobulin domain-containing protein F02G3,1;NCAM (Neural cell adhesion molecule) homolog;NCAM (Neural cell adhesion molecule) homolog",13.9706,13.1822,14.0787,14.2914,13.2438,13.24,13.3797,13.5862,1.05151,0.0570135,0.518303,2.02876,,,
gfat-1,0.232982,0.194928,Q19130;Q95QM8,Glutamine-Fructose 6-phosphate AminoTransferase homolog,14.061,14.6378,14.1858,12.4971,13.4198,13.6565,13.6506,13.7229,0.194928,0.532854,0.232982,0.494749,,,
npp-5,0.713565,0.695846,Q19131,Nuclear pore complex protein 5,15.3545,15.0751,15.0236,17.0144,14.8126,14.5845,15.341,14.8753,0.695846,0.133276,0.713565,1.43444,,,
"CELE_F07A11,4",0.900832,1.82808,Q19132,Ubiquitin carboxyl-terminal hydrolase,12.526,12.1037,12.1688,12.8027,11.1469,11.1477,11.9876,11.7157,1.82808,0.0106284,0.900832,3.38007,+,,
"CELE_F07A11,5",-1.88924,3.84745,Q19133,Ribokinase,13.9237,14.1661,13.4778,13.4195,15.413,15.6963,15.4575,15.9774,3.84745,0.000389381,-1.88924,-8.53223,+,,
"CELE_F07A5,2",1.22579,2.85466,Q19138,Uncharacterized protein,12.5553,12.1654,12.277,12.7568,11.1174,11.1466,10.8842,11.7033,2.85466,0.00205418,1.22579,5.58702,+,,
"CELE_F07C3,2",1.46572,1.92383,Q19147,Uncharacterized protein,16.1879,15.3853,17.2451,16.3028,14.7722,14.4218,14.8879,15.1763,1.92383,0.00855581,1.46572,3.56071,+,,
"rpl-11,2",-0.659137,1.15599,Q19162,60S ribosomal protein L11-2,15.9499,15.9539,16.2438,15.8278,16.3634,16.6244,17.4623,16.1619,1.15599,0.0447357,-0.659137,-2.20287,+,,
sgn-1,1.14489,2.85211,Q19185,SarcoGlycaN,12.4489,12.0296,12.2406,12.6069,11.1496,11.2083,10.798,11.5906,2.85211,0.00209696,1.14489,5.58065,+,,
prx-12,-0.0892777,0.085167,Q19189,Putative peroxisome assembly protein 12,16.9042,17.1305,16.159,17.0653,16.2222,16.8802,16.8013,17.7124,0.085167,0.755462,-0.0892777,-0.235131,,,
"F08B12,4",0.909623,4.06758,Q19191,"Uncharacterized protein F08B12,4",21.7631,21.7709,21.7949,21.9235,20.9858,21.0728,20.9002,20.6552,4.06758,0.000361011,0.909623,9.33585,+,,
sto-1,1.75929,6.02817,Q19200,Stomatin-1,18.3896,18.1751,18.28,18.4085,16.358,16.5704,16.6594,16.6284,6.02817,0,1.75929,20.2686,+,,
apy-1,-0.34571,1.0668,Q19202,Apyrase apy-1,14.7879,14.8911,15.0009,14.9972,15.1644,14.9416,15.7056,15.2483,1.0668,0.0546323,-0.34571,-2.05419,,,
unc-98,-0.768698,1.72582,Q19203,Zinc finger protein unc-98,14.2491,13.4906,13.5432,13.7876,14.5962,14.3195,14.2448,14.9848,1.72582,0.0134625,-0.768698,-3.19149,+,,
numr-2,1.18022,2.75082,Q19209,NUclear localized Metal Responsive,17.4188,17.2009,17.2871,16.4537,15.9775,15.8791,15.7978,15.9853,2.75082,0.00234156,1.18022,5.3319,+,,
"CELE_F08G12,2",0.186961,0.274801,Q19211,Uncharacterized protein,15.2038,14.8831,14.3745,15.01,14.3276,15.0081,14.2809,15.1071,0.274801,0.419922,0.186961,0.664393,,,
irg-4,-0.72807,0.920278,Q19223,Infection Response protein,16.1445,14.7429,15.1638,16.0148,15.6687,16.1457,16.5286,16.6353,0.920278,0.0778378,-0.72807,-1.81075,,,
clec-57,0.407676,1.73842,Q19229,C-type LECtin,14.2529,14.0366,14.0541,13.7741,13.5072,13.528,13.5963,13.8555,1.73842,0.0129979,0.407676,3.21449,+,,
clec-56,1.60031,1.9361,Q19230,C-type LECtin,16.7981,15.7807,16.1609,15.4309,14.1207,14.0678,14.1276,15.4532,1.9361,0.0083255,1.60031,3.58415,+,,
unc-115,0.308897,0.76924,Q19240;Q95QM5,Uncharacterized protein,15.4878,15.4468,15.6064,15.9825,15.3503,15.6955,15.3103,14.9317,0.76924,0.111886,0.308897,1.55852,,,
dhs-25,-0.35081,0.736898,Q19246,"DeHydrogenases, Short chain",16.0261,15.7339,15.1686,15.6147,16.1708,15.8488,15.6332,16.2937,0.736898,0.120571,-0.35081,-1.50402,,,
toca-1,0.510954,0.400285,Q19253,Transducer of Cdc42-dependent actin assembly protein 1 homolog,14.1403,14.3794,15.0498,14.968,13.7551,13.1943,13.951,15.5933,0.400285,0.292301,0.510954,0.91012,,,
"CELE_F09E5,7",-0.11946,0.274044,Q19257,Uncharacterized protein,15.6836,15.9986,15.8627,16.3799,15.9751,16.2696,15.8757,16.2822,0.274044,0.420616,-0.11946,-0.662843,,,
sec-6,-2.12395,5.16779,Q19262,Exocyst complex component 3,12.538,12.1383,12.2734,12.6827,14.4977,14.5092,14.3715,14.7499,5.16779,0,-2.12395,-14.4818,+,,
"F09E5,3",-0.904119,2.41725,Q19264,Putative deoxyribose-phosphate aldolase,16.2907,16.2835,16.5706,16.8766,17.3585,17.0601,17.4905,17.7288,2.41725,0.00384726,-0.904119,-4.56613,+,,
algn-2,0.913785,1.94845,Q19265,"Asparagine Linked Glycosylation (ALG) homolog, Nematode",14.0956,13.6504,14.5882,14.5588,12.948,13.4894,13.3942,13.4063,1.94845,0.00812457,0.913785,3.60783,+,,
pkc-3,-0.0679698,0.0827919,Q19266,Protein kinase C-like 3,13.8291,13.1481,12.608,13.3979,13.7001,13.1854,12.9874,13.3821,0.0827919,0.761655,-0.0679698,-0.229055,,,
"CELE_F09F7,6",-0.383214,0.45404,Q19276,Uncharacterized protein,14.8014,13.8682,13.7882,14.9697,14.7521,14.3512,14.4983,15.3587,0.45404,0.252303,-0.383214,-1.00988,,,
hach-1,0.368005,1.58421,Q19278;Q8MNT7,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",15.6215,15.2164,15.4218,15.3055,15.2118,15.0988,14.9924,14.7903,1.58421,0.018,0.368005,2.93701,+,,
ifb-1,0.11672,0.746543,Q19289,Intermediate filament protein ifb-1,20.1754,20.3799,20.3482,20.4969,20.2953,20.2367,20.2777,20.124,0.746543,0.117955,0.11672,1.5203,,,
"CELE_F10C5,2",0.731843,1.37789,Q19293,Uncharacterized protein,13.9103,13.352,13.0383,13.9709,13.3052,12.4872,12.7005,12.8512,1.37789,0.0278308,0.731843,2.57786,+,,
"F10D7,3",1.23909,1.08928,Q19297,"Uncharacterized monothiol glutaredoxin F10D7,3",14.889,14.4159,14.9024,14.9528,12.4917,15.0419,13.8757,12.7945,1.08928,0.051842,1.23909,2.09159,,,
"CELE_F10E7,5",0.785418,3.69931,Q19302,Ribosome assembly factor mrt4,16.6243,16.8923,16.7479,16.7592,16.1934,15.9443,15.94,15.8043,3.69931,0.000474227,0.785418,8.02592,+,,
"CELE_F10E7,6",0.299239,0.169287,Q19303,Uncharacterized protein,13.1041,13.1535,14.0952,15.2357,14.315,12.62,14.4704,12.9861,0.169287,0.577437,0.299239,0.437302,,,
spon-1,0.997785,1.13811,Q19305,SPONdin (Extracellular matrix glycoprotein) family,15.0628,14.6776,14.1123,15.145,13.6493,13.0629,14.8774,13.417,1.13811,0.0465649,0.997785,2.17301,+,,
"F10F2,2",0.898448,1.44071,Q19311,Probable phosphoribosylformylglycinamidine synthase,16.91,16.8009,15.8668,16.3087,15.288,16.1357,15.7612,15.1077,1.44071,0.0241733,0.898448,2.68594,+,,
sel-2,0.332043,0.897511,Q19317,Putative neurobeachin homolog,13.7192,13.8114,14.3703,13.8946,13.3302,13.5584,13.8979,13.681,0.897511,0.0815459,0.332043,1.77289,,,
rpn-5,-0.121542,0.0339728,Q19324,"Proteasome Regulatory Particle, Non-ATPase-like",19.2597,20.0428,17.5492,17.4321,16.8256,20.4808,20.5495,16.914,0.0339728,0.896083,-0.121542,-0.0984835,,,
asf-1,0.284513,1.25241,Q19326,Probable histone chaperone asf-1,16.825,16.4503,16.3022,16.534,16.1843,16.386,16.225,16.1781,1.25241,0.0362187,0.284513,2.36472,+,,
tsn-1,0.100162,0.649464,Q19328,Tudor Staphylococcal Nuclease homolog,17.8326,17.7976,17.948,17.9681,17.7388,17.7562,17.9633,17.6874,0.649464,0.150577,0.100162,1.3552,,,
tag-151,0.19382,0.330861,Q19329,Pre-rRNA-processing protein TSR1 homolog,14.5955,14.1953,13.9372,14.8377,13.9638,14.1348,14.0642,14.6278,0.330861,0.357393,0.19382,0.776761,,,
repo-1,1.08026,3.54007,Q19335,REversed POlarity in early embryos,16.8181,16.3729,16.501,16.7813,15.7254,15.6761,15.3943,15.3564,3.54007,0.000717063,1.08026,7.51043,+,,
mon-2,2.17695,1.42133,Q19338,Monensin-resistant homolog 2,11.4577,11.8118,11.5724,12.7601,8.0162,9.92139,9.26606,11.6905,1.42133,0.025176,2.17695,2.65249,+,,
acs-14,0.235125,0.846638,Q19339,Fatty Acid CoA Synthetase family,16.1232,15.9318,16.2977,16.2451,15.7674,16.1555,16.0535,15.6809,0.846638,0.0927481,0.235125,1.68814,,,
haao-1,0.957028,2.27809,Q19341,"3-hydroxyanthranilate 3,4-dioxygenase",16.4004,16.4526,16.4329,17.0133,15.2505,15.5669,15.5813,16.0724,2.27809,0.00503226,0.957028,4.26859,+,,
rfl-1,0.24491,0.523862,Q19360,NEDD8-activating enzyme E1 catalytic subunit,15.0202,14.4762,14.363,14.6517,14.0938,14.4989,14.1546,14.7842,0.523862,0.209496,0.24491,1.13591,,,
"F12F6,7",1.217,1.73736,Q19366,Probable DNA polymerase delta small subunit,15.759,15.7051,14.3686,15.9624,13.9515,14.4415,14.2188,14.3152,1.73736,0.0130181,1.217,3.21255,+,,
"sec-24,1",0.497678,2.05823,Q19371,Yeast SEC homolog,15.6703,15.5605,15.6199,15.9306,15.2571,15.0092,15.0668,15.4574,2.05823,0.00682498,0.497678,3.82152,+,,
"F13B12,4",-6.0055,2.37535,Q19374,"Putative pyridoxal-phosphate dependent protein F13B12,4",12.5114,10.9711,12.2176,12.2953,18.6635,19.9802,19.1712,14.2025,2.37535,0.00424149,-6.0055,-4.47529,+,,
iws-1,-4.25604,3.53899,Q19375,IWS1-like protein,13.5153,13.8367,14.1965,14.0363,18.4839,17.536,19.5331,17.0559,3.53899,0.000713978,-4.25604,-7.50704,+,,
"CELE_F13D11,3",-0.392387,0.529522,Q19388,Uncharacterized protein,11.2171,12.1042,12.1324,12.533,12.423,11.9344,12.9037,12.2952,0.529522,0.207048,-0.392387,-1.14597,,,
acp-5,1.67631,2.36689,Q19390,ACid Phosphatase family,15.294,15.0273,15.119,15.4319,14.6064,13.2788,12.9462,13.3356,2.36689,0.00428329,1.67631,4.45708,+,,
"CELE_F13D12,5",1.11036,2.23712,Q19393,Uncharacterized protein,15.3339,14.4263,14.6258,15.2204,14.0744,13.6109,13.4781,14.0015,2.23712,0.00513891,1.11036,4.18322,+,,
"CELE_F13E6,5",1.80685,3.23689,Q19403,Uncharacterized protein,16.1559,16.4143,16.6068,16.1326,13.9628,15.1747,14.4451,14.4995,3.23689,0.000926591,1.80685,6.60446,+,,
yap-1,-2.35848,4.11107,Q19404,Yes-associated protein homolog 1,12.4244,11.8266,12.3384,12.7642,15.1348,14.417,14.563,14.6728,4.11107,0.000122605,-2.35848,-9.50231,+,,
dylt-1,0.551853,0.549499,Q19416,DYnein Light chain (Tctex type),15.4874,16.5651,15.8688,15.7786,16.0879,16.0692,14.6349,14.7006,0.549499,0.196544,0.551853,1.18135,,,
ttx-7,-1.05592,3.95977,Q19420,Inositol monophosphatase ttx-7,16.9095,16.7043,16.7017,17.1804,17.8692,17.8944,17.931,18.025,3.95977,0.000324675,-1.05592,-8.93434,+,,
mogs-1,-2.08572,0.499797,Q19426,Mannosyl-oligosaccharide glucosidase,14.2834,14.3973,14.3412,13.8057,14.0554,13.8689,15.3256,21.9204,0.499797,0.223864,-2.08572,-1.09287,,,
"CELE_F13H8,3",-0.147055,0.242544,Q19431,Uncharacterized protein,14.8954,14.5106,15.3181,15.1951,14.9795,14.8344,15.087,15.6066,0.242544,0.463574,-0.147055,-0.597403,,,
"CELE_F13H8,2",1.44638,1.32602,Q19433,Uncharacterized protein,14.6771,15.0899,14.8282,14.5249,12.5924,14.0666,12.1566,14.519,1.32602,0.0309265,1.44638,2.48934,+,,
upb-1,-0.8932,4.69584,Q19437,UreidoPropionase Beta,16.6506,16.9469,16.9245,16.8738,17.7338,17.6747,17.7379,17.8222,4.69584,0.000210526,-0.8932,-12.0167,+,,
pes-23,1.5882,3.04749,Q19442,Patterned Expression Site,15.0777,14.642,14.6976,15.6847,13.1743,13.5993,13.3753,13.6003,3.04749,0.00154839,1.5882,6.08419,+,,
sid-5,0.760355,1.63656,Q19443,Systemic RNA interference defective protein 5,15.8756,15.3625,15.1535,16.0252,14.5692,14.7618,14.8016,15.2427,1.63656,0.0160371,0.760355,3.03024,+,,
"CELE_F14D7,7;CELE_F14D7,10",-0.337287,0.580681,Q19451;Q7YX37,Uncharacterized protein,13.1487,14.2596,14.078,14.1586,14.0531,14.2613,14.1872,14.4925,0.580681,0.179846,-0.337287,-1.2361,,,
"F14E5,2",1.15563,2.48277,Q19459,Golgi apparatus protein 1 homolog,16.9931,16.4053,16.7801,16.9901,15.374,15.2822,15.7125,16.1775,2.48277,0.00342477,1.15563,4.71047,+,,
mboa-7,3.08436,4.93812,Q19468,Lysophospholipid acyltransferase 7,14.1258,14.2098,14.3515,14.9869,11.3993,11.0647,11.215,11.6575,4.93812,0,3.08436,13.228,+,,
far-3,0.164547,0.181548,Q19478,Fatty Acid/Retinol binding protein,17.4464,17.9253,17.807,18.0096,18.0401,18.1907,16.7171,17.5822,0.181548,0.555553,0.164547,0.464979,,,
far-5,1.58986,1.334,Q19480,Fatty Acid/Retinol binding protein,15.8899,15.4797,15.3185,15.9983,14.1325,14.6922,15.1532,12.3489,1.334,0.0304508,1.58986,2.50292,+,,
rsd-6,-0.109737,0.239177,Q19491,Uncharacterized protein,13.3116,13.0191,13.2761,13.7162,13.2954,13.2201,13.5023,13.7442,0.239177,0.468364,-0.109737,-0.590299,,,
col-153,0.518335,0.676176,Q19514,COLlagen,19.1793,18.699,18.4002,20.0845,18.6096,18.6285,18.4617,18.5899,0.676176,0.140506,0.518335,1.40093,,,
"CELE_F17C11,7",0.711645,0.957795,Q19518;Q5WRN6,Uncharacterized protein,17.0737,16.3523,16.5928,16.5282,15.8074,16.1724,16.6859,15.0347,0.957795,0.0715222,0.711645,1.87309,,,
vps-36,0.105195,0.0554347,Q19519,Related to yeast Vacuolar Protein Sorting factor,14.2717,14.917,15.3016,12.7728,14.3496,14.0028,13.3545,15.1354,0.0554347,0.834083,0.105195,0.157301,,,
"CELE_F17C8,3",2.97112,6.3358,Q19527,Uncharacterized protein,14.3985,14.1897,13.8438,14.2997,11.314,11.2234,11.0813,11.2285,6.3358,0,2.97112,22.839,+,,
"CELE_F17H10,2",1.6503,4.88581,Q19531;Q2XN01,Uncharacterized protein,16.3938,16.3483,16.1749,15.9793,14.6808,14.6489,14.3177,14.6477,4.88581,0,1.6503,12.9572,+,,
"CELE_F18A1,7",0.212073,0.324302,Q19536,Uncharacterized protein,15.6878,14.6713,14.9468,15.3849,15.0728,14.7101,14.6928,15.3669,0.324302,0.364378,0.212073,0.763851,,,
rpa-1,1.11664,3.98757,Q19537,Probable replication factor A 73 kDa subunit,17.4485,17.0053,17.0714,17.4682,16.0814,16.1216,16.16,16.1639,3.98757,0.000334448,1.11664,9.03638,+,,
utp-20,-3.25955,2.49597,Q19545,UTP small subunit (SSU) processome component homolog,14.5447,13.3948,13.5321,15.1906,18.1237,17.1185,16.0404,18.4179,2.49597,0.00328583,-3.25955,-4.73991,+,,
abcf-1,-1.47713,4.55808,Q19554,"ABC transporter, class F",17.7868,17.777,17.789,18.2639,19.448,19.2845,19.3083,19.4842,4.55808,0.000186047,-1.47713,-11.3749,+,,
scc-3,0.91318,2.69635,Q19555,Cohesin subunit scc-3,15.1562,14.7912,15.0591,15.2792,13.9964,14.3868,14.4079,13.8419,2.69635,0.00248563,0.91318,5.20139,+,,
ddo-2,-1.12464,0.978958,Q19564,D-aspartate oxidase 2,13.8821,13.7833,13.6434,14.8617,14.3296,16.4519,15.5735,14.314,0.978958,0.0679334,-1.12464,-1.90824,,,
nlp-7,0.935226,2.90028,Q19569,Neuropeptide-like protein 7,12.243,12.0735,12.2258,12.686,11.4706,11.1592,11.2667,11.5908,2.90028,0.0019364,0.935226,5.70185,+,,
gpa-12,2.07353,2.62026,Q19572,Guanine nucleotide-binding protein alpha-12 subunit,16.7088,16.5183,16.7143,17.0371,14.7199,13.7467,14.5318,15.6859,2.62026,0.00253803,2.07353,5.0228,+,,
pes-8,0.708906,0.760348,Q19573,Patterned Expression Site,17.2278,15.4126,15.7566,16.8534,15.9814,15.4845,15.2605,15.6884,0.760348,0.114418,0.708906,1.54356,,,
pab-2,-0.496262,3.59631,Q19579,Polyadenylate-binding protein,15.2912,15.5158,15.2482,15.2964,15.8801,15.864,15.8119,15.7806,3.59631,0.000689655,-0.496262,-7.68921,+,,
"CELE_F18H3,4",-0.102227,0.0728201,Q19580,Uncharacterized protein,13.3964,12.543,13.1635,14.3885,13.9804,13.8162,13.5715,12.5323,0.0728201,0.787676,-0.102227,-0.203288,,,
ufd-1,-0.329152,1.0429,Q19584,Ubiquitin fusion degradation protein 1 homolog,15.4551,16.0319,15.8788,16.1614,16.2327,16.2315,16.056,16.3236,1.0429,0.0580402,-0.329152,-2.01446,,,
"CELE_F19C7,1",-1.25413,1.45532,Q19591,Uncharacterized protein,15.5452,16.3456,16.9329,17.6942,17.7961,17.8308,18.1346,17.7729,1.45532,0.0236873,-1.25413,-2.71122,+,,
"CELE_F20A1,1",-0.599252,1.43742,Q19615,Uncharacterized protein,14.475,14.7676,14.055,14.5458,15.2603,14.5798,15.0913,15.3089,1.43742,0.0242741,-0.599252,-2.68025,+,,
"CELE_F20A1,10",0.303547,0.304072,Q19616,Uncharacterized protein,13.7712,14.586,14.5392,15.3116,14.0917,13.5303,14.7006,14.6712,0.304072,0.385899,0.303547,0.723654,,,
vha-12,0.13757,0.354504,Q19626,Probable V-type proton ATPase subunit B,21.4582,21.2596,21.2248,21.6897,21.1922,21.5529,21.3822,20.9548,0.354504,0.332535,0.13757,0.822824,,,
exc-9,-1.23271,0.330935,Q19641,Uncharacterized protein,14.245,10.8508,10.0665,14.3826,14.8284,11.586,11.8978,16.1634,0.330935,0.357391,-1.23271,-0.776906,,,
czw-1,1.20364,3.03718,Q19642,Centromere/kinetochore protein zw10 homolog,15.9714,15.8807,15.7251,16.4998,14.5995,15.0326,14.9587,14.6717,3.03718,0.00152066,1.20364,6.05682,+,,
