geneName,log2FC,pvalue,Protein IDs,Protein.names,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03, -Log.p.value, Student's T-test q-value rpn6_ev,log2FC,Student's T-test Test statistic rpn6_ev,Sign p-val: 0.05 
sco-1,-1.06922,1.37337,Q17557,,26.5473,26.4441,26.3369,26.9677,28.188,27.3802,1.37337,0.0410546,-1.06922,-2.94144,+
,0.743556,0.562325,Q17558,,27.5862,27.3348,27.7028,25.6618,27.5398,27.1915,0.562325,0.278464,0.743556,1.26684,
aly-1,0.612646,1.97255,Q17561,,29.0063,28.9452,28.8083,28.5461,28.1426,28.2332,1.97255,0.0150306,0.612646,4.52072,+
,2.89054,3.6849,Q17569,,27.5865,27.5426,26.9951,24.2503,24.6213,24.5811,3.6849,0.00162602,2.89054,12.9265,+
,-1.44819,2.08895,Q17572,,29.6122,29.7177,29.5124,31.3069,31.3967,30.4833,2.08895,0.0129383,-1.44819,-4.88214,+
asfl-1,0.0618,0.0562475,Q17603,Probable histone chaperone asf-1-like protein,27.2947,26.531,27.692,26.8022,27.3762,27.1538,0.0562475,0.930044,0.0618,0.162865,
arrd-25,0.376806,0.236185,Q17624,,30.117,30.5508,30.331,30.6536,28.7304,30.4845,0.236185,0.703889,0.376806,0.600536,
,1.62461,1.6284,Q9XW38;Q17633,,28.6589,28.8068,29.5935,27.9245,27.5321,26.7288,1.6284,0.0249447,1.62461,3.5627,+
,-4.32642,1.36788,Q17686;Q5WRS4,Aminoacylase-1,28.4132,24.8534,23.7894,30.9341,29.7616,29.3397,1.36788,0.0410746,-4.32642,-2.92875,+
C06A6.5,2.53745,4.71757,Q17688,Thioredoxin domain-containing protein C06A6.5,26.733,26.9961,27.0729,24.3601,24.3706,24.4591,4.71757,0,2.53745,23.5849,+
,0.0960337,0.222023,Q17698,,33.1086,33.5711,33.5839,33.4141,33.202,33.3592,0.222023,0.726865,0.0960337,0.569038,
stdh-1,1.00352,3.71228,Q17703,Putative steroid dehydrogenase 1,25.7614,25.5249,25.5642,24.5794,24.6543,24.6062,3.71228,0.00163934,1.00352,13.1359,+
ain-1,0.999739,1.37106,Q17740,,28.9925,29.3232,28.8972,27.4431,28.4292,28.3414,1.37106,0.0410736,0.999739,2.93611,+
T25B9.9,0.921519,0.888041,Q17761,"6-phosphogluconate dehydrogenase, decarboxylating",30.427,30.3589,30.1731,28.443,29.8814,29.8701,0.888041,0.119884,0.921519,1.90555,
atp-5,1.05538,1.98077,Q17763,,33.4966,33.5245,33.3542,31.974,32.7413,32.4939,1.98077,0.0152301,1.05538,4.54557,+
,-1.5805,1.4922,Q17780,,24.0908,24.1217,23.8852,25.9678,26.2172,24.6543,1.4922,0.0326354,-1.5805,-3.22277,+
C08B6.8,0.578117,2.06544,Q17819,Probable oligoribonuclease,28.3528,28.4462,28.6884,28.05,27.8357,27.8673,2.06544,0.0130909,0.578117,4.80747,+
pfd-1,0.531473,0.991286,Q17827,Probable prefoldin subunit 1,30.9467,30.6486,30.9165,30.6985,30.3262,29.8926,0.991286,0.0895181,0.531473,2.11402,
,0.260766,0.704168,Q17832;B3GWB2,,33.1621,33.2275,33.6559,32.9961,33.0474,33.2196,0.704168,0.185391,0.260766,1.54335,
hsp-25,1.05124,1.55879,Q86GU1;Q17849;Q5H9M9,,34.2224,34.4114,34.4941,32.7538,33.4514,33.7691,1.55879,0.0277405,1.05124,3.38649,+
cks-1,-2.87632,2.44107,Q17868,Cyclin-dependent kinases regulatory subunit,24.1381,24.0025,24.1675,26.0494,27.3551,27.5326,2.44107,0.00781191,-2.87632,-6.11469,+
nasp-1,-0.34245,0.121909,Q17886,,26.7461,27.5678,27.1274,29.4213,26.9581,26.0894,0.121909,0.848121,-0.34245,-0.333866,
,3.23694,4.81766,Q17899,Aminoacylase-1,27.9345,27.5883,27.5845,24.5763,24.3832,24.4369,4.81766,0,3.23694,24.9918,+
,0.517896,2.58585,Q17935;Q2XMZ9;Q17936,,31.1156,30.9681,30.9544,30.3912,30.5027,30.5906,2.58585,0.00675812,0.517896,6.69094,+
akt-1,0.0108681,0.0577681,Q17941,Serine/threonine-protein kinase akt-1,34.0275,34.2229,34.1354,34.1011,34.072,34.1801,0.0577681,0.93004,0.0108681,0.167029,
wdr-5.1,-0.0972099,0.144513,Q17963,WD repeat-containing protein wdr-5.1,26.8127,26.3859,26.1666,26.2296,26.6811,26.7462,0.144513,0.826362,-0.0972099,-0.389219,
,1.89706,3.47684,Q17964,,26.0699,26.5099,26.5529,24.4969,24.5766,24.3679,3.47684,0.00211594,1.89706,11.4365,+
pdi-1,0.00146993,0.00229908,Q17967,Protein disulfide-isomerase 1,32.5809,32.2078,32.1192,31.9944,32.4406,32.4685,0.00229908,0.996187,0.00146993,0.00703984,
,2.82689,3.37822,Q17993,,27.3543,27.7643,26.8604,24.5169,24.5209,24.4605,3.37822,0.00193377,2.82689,10.7888,+
,0.393796,0.732787,Q18012,,30.1874,30.587,30.3826,30.4239,29.7314,29.8203,0.732787,0.1735,0.393796,1.59923,
,0.673697,0.766617,Q18025,,27.2578,27.1438,27.3632,25.8838,26.5923,27.2676,0.766617,0.160285,0.673697,1.66545,
flu-2,-1.2506,2.08443,Q18026,Kynureninase,28.8503,28.9326,28.9666,29.6585,30.4412,30.4017,2.08443,0.0131471,-1.2506,-4.86771,+
,-1.29705,2.67929,Q18032,,27.9891,28.5751,28.0747,29.4905,29.5204,29.5193,2.67929,0.00527132,-1.29705,-7.08718,+
nfx-1,5.28802,4.55236,Q18034,Transcriptional repressor NF-X1 homolog,32.2367,32.662,32.7025,27.3678,26.8608,27.5085,4.55236,0,5.28802,21.4318,+
,1.61584,1.78314,Q18035,,28.0718,27.9571,27.8851,25.5497,26.7499,26.7668,1.78314,0.0189847,1.61584,3.97453,+
,1.3082,1.54214,Q18036,,29.4341,28.9677,28.8942,27.0855,28.1256,28.1604,1.54214,0.0287547,1.3082,3.34512,+
dim-1,0.223436,0.416968,Q18066,Disorganized muscle protein 1,33.4418,33.7997,33.9199,33.6731,33.1424,33.6756,0.416968,0.421793,0.223436,0.979361,
,1.42018,2.16198,Q18074,,30.6487,30.5078,30.352,29.5026,28.596,29.1492,2.16198,0.0111214,1.42018,5.11986,+
ugt-48,0.655537,0.400715,Q18081,Putative UDP-glucuronosyltransferase ugt-48,25.6526,27.8055,26.2713,26.2969,26.0558,25.4101,0.400715,0.441552,0.655537,0.94658,
sax-7,0.401357,0.675007,Q18100;Q53U86;Q4PIU9;Q53U87,,31.2007,30.8874,31.422,30.3268,30.9814,30.9978,0.675007,0.199611,0.401357,1.4865,
rpn-2,-1.45897,2.32207,Q18115,26S proteasome non-ATPase regulatory subunit 1,27.0435,27.1508,27.6197,28.3615,28.965,28.8643,2.32207,0.0103699,-1.45897,-5.67287,+
twk-18,0.215876,0.33954,Q18120,TWiK family of potassium channels protein 18,30.65,30.606,29.97,30.4301,30.2162,29.9321,0.33954,0.526379,0.215876,0.821364,
cal-5,0.759993,0.409439,Q18136,,29.8318,29.3489,29.9473,27.4204,29.6147,29.8129,0.409439,0.431951,0.759993,0.964199,
cht-3,-0.675194,2.00888,Q18143,Chitinase-like protein C25A8.4,29.2166,29.5689,29.0976,29.9779,30.0259,29.9049,2.00888,0.0147027,-0.675194,-4.63131,+
dpyd-1,-0.761087,0.441638,Q18164,Dihydropyrimidine dehydrogenase [NADP(+)],28.53,26.6891,26.6571,28.8218,27.8902,27.4473,0.441638,0.394132,-0.761087,-1.02881,
,0.490987,1.30586,Q18196,,26.3053,26.2438,26.3143,25.8459,25.4726,26.072,1.30586,0.0455401,0.490987,2.78733,+
ran-3,1.57685,3.42799,Q18211,Regulator of chromosome condensation,30.7847,30.9871,30.928,29.0891,29.3477,29.5324,3.42799,0.002,1.57685,11.1112,+
hel-1,1.60876,1.30861,Q18212,Spliceosome RNA helicase DDX39B homolog,28.7691,29.7316,28.3209,28.118,26.8302,27.047,1.30861,0.0455772,1.60876,2.79353,+
spr-2,0.982341,1.23039,Q7JMA9;Q18240,Suppressor of presenilin-2,30.2183,30.1436,30.1451,28.4398,29.6021,29.518,1.23039,0.0528245,0.982341,2.61947,
rap-1,-0.0721003,0.0741871,Q18246,Ras-related protein Rap-1,27.8466,27.639,28.3605,27.8637,28.5385,27.6603,0.0741871,0.908181,-0.0721003,-0.211314,
dpf-2,-0.476283,0.740375,Q18253,Dipeptidyl peptidase family member 2,28.9455,28.1063,28.6311,28.7327,29.0805,29.2986,0.740375,0.17017,-0.476283,-1.61406,
C33A12.1,-1.15318,1.72562,Q18359,Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,29.1943,29.4219,28.9704,30.8875,30.0089,30.1497,1.72562,0.0217382,-1.15318,-3.81806,+
sec-10,0.367926,0.280586,Q18406,Exocyst complex component 5,25.1496,25.0167,25.0255,23.7983,24.6697,25.6199,0.280586,0.62512,0.367926,0.697155,
C34C12.8,0.435713,0.582974,Q18421,"GrpE protein homolog, mitochondrial",28.3783,27.5495,28.2162,28.0445,27.4109,27.3814,0.582974,0.259891,0.435713,1.30717,
grsp-3,-3.65995,2.33021,Q18444,,24.1476,24.0797,23.8973,28.1112,26.451,28.5422,2.33021,0.0101628,-3.65995,-5.70224,+
rsd-3,-0.152298,0.504968,Q18453,,26.398,26.3772,26.7349,26.775,26.5609,26.6311,0.504968,0.329256,-0.152298,-1.15434,
,1.88928,1.66456,Q18490,,29.1529,27.8658,27.5739,25.9972,26.6139,26.3137,1.66456,0.0239792,1.88928,3.65639,+
acs-19,2.17587,1.81293,Q65ZB8;Q18496,Acetyl-coenzyme A synthetase,27.7288,26.604,25.8883,24.5145,24.5743,24.6047,1.81293,0.0184784,2.17587,4.0572,+
mel-28,-0.482823,2.14907,Q18508,,29.1691,29.2041,29.392,29.61,29.8241,29.7796,2.14907,0.0119794,-0.482823,-5.07719,+
,-0.660433,2.90048,Q18529,,30.6719,30.9166,30.911,31.4766,31.5152,31.4889,2.90048,0.00320354,-0.660433,-8.10881,+
,-1.27286,2.27973,Q18546,,26.0016,25.948,26.1261,27.7146,27.2346,26.9451,2.27973,0.0106067,-1.27286,-5.52216,+
rfc-3,-0.823445,0.885065,Q18547,,23.915,25.0981,25.1087,25.1794,25.6877,25.7251,0.885065,0.120838,-0.823445,-1.89961,
,0.122718,0.131472,Q18550,,27.9891,28.2201,28.8176,28.0983,27.8806,28.6799,0.131472,0.840117,0.122718,0.357472,
,-0.875669,1.25862,Q18577,,33.0396,33.1757,33.3932,34.6759,33.6372,33.9223,1.25862,0.04946,-0.875669,-2.68173,+
C44B7.5,-1.03216,1.47878,Q18594,Uncharacterized protein C44B7.5,28.0089,28.4151,28.6624,28.8889,29.5305,29.7634,1.47878,0.0333612,-1.03216,-3.19031,+
lec-4,-0.83001,0.436859,Q18625,Galectin,30.0827,30.8806,28.4808,31.4289,30.4385,30.0667,0.436859,0.399049,-0.83001,-1.01925,
,1.08979,2.93018,Q18655,,29.0721,29.1129,29.2299,27.9362,27.9146,28.2947,2.93018,0.00288584,1.08979,8.25565,+
srs-2,0.0317141,0.0436254,Q18678,"Probable serine--tRNA ligase, cytoplasmic",31.8956,32.2957,32.4921,32.1278,31.9324,32.528,0.0436254,0.944231,0.0317141,0.127861,
pyp-1,-0.123673,0.200818,Q18680,Probable inorganic pyrophosphatase 1,31.9167,32.1065,31.331,31.8433,31.8926,31.9892,0.200818,0.75513,-0.123673,-0.521172,
unc-112,-1.20654,0.532884,Q18685,Protein unc-112,27.6796,25.2091,25.0315,27.5333,26.1654,27.8411,0.532884,0.305417,-1.20654,-1.2092,
daf-21,0.10002,0.174885,Q18688,Heat shock protein 90,33.6965,33.6431,33.6107,33.1556,33.897,33.5977,0.174885,0.790982,0.10002,0.461349,
C47E8.4,0.654296,1.63789,Q18691,Protein FAM50 homolog,25.8499,26.4015,25.8886,25.3226,25.3904,25.4641,1.63789,0.0248176,0.654296,3.58715,+
,1.76993,2.66547,Q18705,,28.3043,28.9271,29.1214,27.1155,26.9836,26.9439,2.66547,0.00519084,1.76993,7.02731,+
rpt-1,0.124673,0.107479,Q18787;Q9TZ65;Q8MXF1,26S protease regulatory subunit 7,29.7066,30.0931,29.9329,29.252,29.5294,30.5772,0.107479,0.865953,0.124673,0.297683,
col-119,-2.6627,1.78411,Q18799,,23.8832,23.9055,24.1052,27.9584,25.9911,25.9325,1.78411,0.019021,-2.6627,-3.97721,+
asg-2;asg-1,0.7057,1.02894,Q18803;P90921,"Probable ATP synthase subunit g 2, mitochondrial;Probable ATP synthase subunit g 1, mitochondrial",30.9897,31.3933,31.384,29.9665,30.7895,30.8939,1.02894,0.0816501,0.7057,2.19133,
rig-3,1.83746,1.44376,Q18806,,28.4257,28.8037,28.6225,25.7398,27.75,26.8499,1.44376,0.0354228,1.83746,3.10646,+
lam-2,0.505883,2.32453,Q18823,Laminin-like protein lam-2,32.212,32.0576,31.9149,31.5853,31.5731,31.5084,2.32453,0.0104,0.505883,5.68173,+
bar-1,0.198165,0.142679,Q18825,Beta-catenin/armadillo-related protein 1,28.4267,28.7058,29.6056,28.0064,28.8683,29.2688,0.142679,0.82866,0.198165,0.384783,
sft-4,3.81379,3.81763,Q18864,Surfeit locus protein 4 homolog,28.0466,28.4682,27.8308,24.4935,24.5065,23.9041,3.81763,0.000990826,3.81379,13.9725,+
,-6.09443,6.20711,Q18869,,24.1185,24.0978,24.1635,30.1841,30.4231,30.0558,6.20711,0,-6.09443,-55.7291,+
icd-1,-1.20842,3.43343,Q18885,Transcription factor BTF3 homolog,30.6122,30.651,30.78,31.7053,32.0273,31.9358,3.43343,0.00201379,-1.20842,-11.147,+
vps-32.1,-0.31735,1.13138,Q18886,,31.2838,31.4316,31.4376,31.9182,31.4962,31.6907,1.13138,0.0649224,-0.31735,-2.40573,
cebp-1,0.242311,0.266555,Q18909,,28.4697,29.265,28.6939,29.0797,28.1353,28.4867,0.266555,0.648809,0.242311,0.666947,
,-0.146322,0.145332,Q18926,,27.3051,26.8544,27.8347,27.0391,27.8832,27.5109,0.145332,0.826344,-0.146322,-0.391195,
,4.13025,3.98708,Q18943,,29.8209,29.7865,29.5651,25.1659,25.5664,26.0495,3.98708,0.00114894,4.13025,15.4273,+
,-1.00818,1.0575,Q18947,,26.6729,26.5307,25.6523,26.7514,27.2887,27.8404,1.0575,0.076086,-1.00818,-2.25048,
,4.3871,7.19148,Q18949;J7RNI7,,28.8512,28.8157,28.7765,24.4447,24.3526,24.4847,7.19148,0,4.3871,98.2503,+
,0.743558,0.975879,Q18983,,27.1997,26.3553,27.1571,25.9064,26.6157,25.9593,0.975879,0.0933374,0.743558,2.0826,
aagr-1,-0.817364,0.891054,Q19004,,24.137,23.974,24.093,24.0976,25.0035,25.5549,0.891054,0.11839,-0.817364,-1.91157,
nap-1,0.361039,0.837263,Q19007,,33.581,33.4855,33.5109,32.7784,33.2825,33.4334,0.837263,0.133774,0.361039,1.8046,
dhc-1,-0.974464,0.982029,Q19020;A0A163VTS9,"Dynein heavy chain, cytoplasmic",26.9154,28.3473,28.1749,28.7801,28.5959,28.985,0.982029,0.0916148,-0.974464,-2.09513,
E04D5.1,0.674233,0.479654,Q19052,Eukaryotic translation initiation factor 2A,29.7397,28.9997,29.7919,29.9354,28.1614,28.4118,0.479654,0.351142,0.674233,1.10437,
,1.25059,1.83999,Q19056,,26.1092,26.0886,25.2244,24.3981,24.6624,24.6099,1.83999,0.0176079,1.25059,4.13334,+
,0.375093,1.35346,Q19063,,34.8811,34.8015,35.1667,34.6847,34.4535,34.5858,1.35346,0.0416213,0.375093,2.89557,+
,-0.80609,2.06826,Q19064,,32.5903,32.8291,32.7332,33.5215,33.2609,33.7885,2.06826,0.0131538,-0.80609,-4.81636,+
F01F1.9,-0.524913,0.469352,Q19087,Putative aspartyl aminopeptidase,29.9393,29.8838,30.2573,31.4725,29.927,30.2555,0.469352,0.363046,-0.524913,-1.08396,
rabn-5,1.11979,2.51114,Q19088,,29.1651,29.1497,29.1218,27.6963,28.0891,28.2919,2.51114,0.00745875,1.11979,6.38807,+
,2.40407,3.556,Q19093,,27.2036,27.151,26.5899,24.5873,24.502,24.643,3.556,0.00148148,2.40407,11.9829,+
eat-17,0.30521,0.184371,U4PBB2;Q19101;S6FWN8;S6EZL6;S6FMY8;S6F527,,26.6872,26.7665,27.0442,27.7544,26.0919,25.736,0.184371,0.780735,0.30521,0.483407,
asb-2,1.18092,2.78112,Q19126,,31.8957,32.0238,32.1521,30.6319,31.1024,30.7945,2.78112,0.00391803,1.18092,7.54232,+
ncam-1,-3.8116,4.10035,Q8T3E5;Q19128;Q8MQ86,,24.1266,23.9842,24.1643,28.2823,27.5047,27.923,4.10035,0.0013012,-3.8116,-16.4808,+
toca-1,2.222,1.85624,Q19253,,27.8392,27.4146,27.7656,26.4295,25.2423,24.6816,1.85624,0.0170982,2.222,4.1795,+
,-2.33315,0.443861,Q19257,,29.8025,22.781,29.1727,29.0626,29.8356,29.8575,0.443861,0.391218,-2.33315,-1.03324,
pkc-3,0.43912,0.458027,Q19266,Protein kinase C-like 3,27.0718,26.3634,26.3762,25.4825,26.501,26.5106,0.458027,0.375181,0.43912,1.06147,
,-0.554804,0.624207,Q19288,,26.6422,26.2773,26.2117,26.1813,27.2496,27.3647,0.624207,0.232715,-0.554804,-1.38755,
ifb-1,-0.0158526,0.0544124,Q19289,Intermediate filament protein ifb-1,35.4306,35.6277,35.7415,35.6829,35.5358,35.6286,0.0544124,0.931727,-0.0158526,-0.157825,
,0.158397,0.205957,Q19293,,27.4761,27.5722,27.9946,27.0472,27.6206,27.8999,0.205957,0.749828,0.158397,0.532855,
,3.2177,0.712591,Q19296,,31.2308,31.7573,31.713,29.2229,31.3924,24.4327,0.712591,0.182063,3.2177,1.55978,
sel-2,-0.65077,0.756847,Q19317,Putative neurobeachin homolog,25.4452,24.7382,24.3199,25.0807,25.5375,25.8375,0.756847,0.164115,-0.65077,-1.64631,
rpn-5,-1.65754,2.95793,Q19324,,27.5609,27.7672,27.8404,29.7365,29.1731,29.2316,2.95793,0.00194393,-1.65754,-8.39495,+
asf-1,-0.452267,2.55473,Q19326,Probable histone chaperone asf-1,28.7883,28.6443,28.7328,29.1784,29.0773,29.2666,2.55473,0.00676289,-0.452267,-6.56331,+
tsn-1,-0.310778,0.320687,Q19328,,28.1827,28.935,29.3516,28.751,29.2126,29.4382,0.320687,0.561446,-0.310778,-0.782077,
acs-14,0.554919,0.21109,Q19339,,26.8782,27.3177,28.1039,24.9904,28.0616,27.5831,0.21109,0.741829,0.554919,0.544469,
haao-1,1.16991,1.32152,Q19341,"3-hydroxyanthranilate 3,4-dioxygenase",29.1716,30.5797,29.7791,28.5492,28.6651,28.8064,1.32152,0.0439896,1.16991,2.82273,+
iws-1,0.303177,0.500358,Q19375,IWS1-like protein,28.327,28.5321,28.2455,27.586,28.1765,28.4325,0.500358,0.33289,0.303177,1.14526,
,0.0854969,0.0700924,Q19403,,25.8362,24.9435,25.3165,25.2861,24.6894,25.8642,0.0700924,0.913756,0.0854969,0.200383,
dylt-1,0.829959,0.989975,Q19416,,26.444,27.3469,26.1546,25.517,26.0622,25.8765,0.989975,0.0900992,0.829959,2.11134,
upb-1,0.11668,0.110445,Q19437,,30.8098,31.3006,30.9928,31.5602,30.3368,30.8561,0.110445,0.862345,0.11668,0.305177,
F14E5.2,1.58617,0.50535,Q19459,Golgi apparatus protein 1 homolog,28.1099,27.958,29.2507,24.7957,29.2901,26.4742,0.50535,0.329279,1.58617,1.1551,
far-3,-0.926046,2.0554,Q19478,,30.447,31.0308,30.9575,31.7505,31.6241,31.8389,2.0554,0.0133238,-0.926046,-4.77582,+
vps-36,1.07538,1.74981,Q19519,,25.7309,26.1466,26.0434,24.5162,25.3608,24.8178,1.74981,0.0206927,1.07538,3.88336,+
,0.122577,0.063286,Q19520,,23.4103,25.0399,25.3432,24.5516,23.9125,24.9615,0.063286,0.923628,0.122577,0.182048,
,-0.644329,1.9353,Q19527,,32.2509,32.6319,32.2602,33.0057,32.9066,33.1637,1.9353,0.0158232,-0.644329,-4.40934,+
,0.22804,0.0970535,Q2XN01;Q19531,,30.0338,30.1437,29.7727,28.1044,30.7866,30.375,0.0970535,0.876412,0.22804,0.271091,
rpa-1,0.285954,0.624848,Q19537,Probable replication factor A 73 kDa subunit,29.1078,28.9344,29.3393,28.5056,29.0468,28.9712,0.624848,0.232535,0.285954,1.3888,
abcf-1,-0.303847,0.54298,Q19554,,26.9459,26.2271,26.432,26.7086,26.7208,27.087,0.54298,0.296028,-0.303847,-1.22899,
pab-2,1.75718,2.25968,Q19581;Q19579,Polyadenylate-binding protein,29.2943,28.746,29.1039,26.7323,27.5593,27.5811,2.25968,0.0107253,1.75718,5.45194,+
vha-12,-0.0707792,0.0363499,Q19626,Probable V-type proton ATPase subunit B,31.3113,33.079,32.8391,32.9149,32.7575,31.7692,0.0363499,0.954499,-0.0707792,-0.107312,
,0.316167,0.301944,Q19643,,25.9446,27.3441,26.976,26.3797,26.5902,26.3464,0.301944,0.594151,0.316167,0.742632,
,1.0003,0.444893,Q19660,,26.2624,28.4258,28.3353,27.9897,25.9452,26.0877,0.444893,0.389786,1.0003,1.0353,
,1.21336,0.810652,Q19663,,28.0829,28.966,29.084,26.2718,27.9984,28.2225,0.810652,0.144444,1.21336,1.75203,
F21D5.5,1.38257,0.587816,Q19683,Uncharacterized protein F21D5.5,27.173,23.8348,26.7551,24.5567,24.5415,24.517,0.587816,0.254918,1.38257,1.31662,
ttr-35,1.31043,2.41551,Q19694,,25.4834,25.3431,25.6884,24.3289,24.4414,23.8134,2.41551,0.00863804,1.31043,6.01746,+
eif-3.G,0.922319,1.53128,Q19706,Eukaryotic translation initiation factor 3 subunit G,30.8325,30.7364,30.7675,29.3122,30.044,30.2133,1.53128,0.0302174,0.922319,3.3183,+
frs-2,-0.541969,1.01962,Q19713,Phenylalanine--tRNA ligase beta subunit,26.7333,26.9973,27.1705,27.9282,27.2186,27.3802,1.01962,0.0833109,-0.541969,-2.17213,
ceh-38,-0.276695,0.128197,Q19720,Homeobox protein ceh-38,27.7275,26.2901,27.0493,25.9657,28.1411,27.7903,0.128197,0.842937,-0.276695,-0.34942,
nrs-1,0.375697,0.408985,Q19722,"Asparagine--tRNA ligase, cytoplasmic",30.8431,29.8472,30.0161,29.3827,30.0583,30.1383,0.408985,0.431994,0.375697,0.963283,
inx-3,-0.50259,2.01763,Q19746,Innexin-3,29.5798,29.3317,29.4949,30.1298,29.878,29.9063,2.01763,0.0149382,-0.50259,-4.65823,+
F23B12.5,-0.331866,0.412345,Q19749,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",31.3937,31.7889,31.7468,32.2451,31.3407,32.3393,0.412345,0.428779,-0.331866,-0.970056,
fntb-1,0.160603,0.150629,Q19752,,27.2385,28.091,27.8358,26.9471,27.8731,27.8633,0.150629,0.825152,0.160603,0.403941,
F23B12.7,2.30441,4.96153,Q19753,Uncharacterized protein F23B12.7,29.266,29.4855,29.3939,26.9848,27.0687,27.1786,4.96153,0,2.30441,27.1607,+
ppm-1,0.271506,0.35012,Q19775,,27.7126,27.7284,27.7224,26.8066,27.7421,27.8001,0.35012,0.512175,0.271506,0.843254,
col-140,-2.24773,2.41945,Q19813,,24.0671,24.115,24.1319,27.0966,25.9813,25.9792,2.41945,0.0083839,-2.24773,-6.03235,+
nhl-2,1.85922,1.69394,Q19818,,29.4386,29.789,29.9935,26.9865,28.0737,28.5832,1.69394,0.0234458,1.85922,3.73362,+
rars-1;rrt-1,1.36549,1.33698,Q65ZK0;Q19825,"Probable arginine--tRNA ligase, cytoplasmic",28.2595,27.0648,27.2986,25.6491,26.1627,26.7147,1.33698,0.0424611,1.36549,2.85789,+
rpb-8,-4.60348,6.52064,Q19826,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3",23.7978,23.9923,23.9403,28.5639,28.5358,28.4412,6.52064,0,-4.60348,-66.7629,+
msp-3,0.427853,0.450139,Q19832,Major sperm protein 3,27.9332,28.8357,29.1619,27.9169,28.1919,28.5385,0.450139,0.383973,0.427853,1.04576,
vrk-1,-0.165597,0.651981,Q19848,Serine/threonine-protein kinase VRK1,26.4541,26.1646,26.4799,26.5679,26.4246,26.603,0.651981,0.214007,-0.165597,-1.44165,
,-0.820857,2.55114,Q19853,,29.2438,29.3806,29.3957,29.9341,30.3138,30.2348,2.55114,0.00671672,-0.820857,-6.5487,+
rpl-26,1.45197,3.44691,Q19869,60S ribosomal protein L26,31.5935,31.7197,31.7865,30.0208,30.4038,30.3193,3.44691,0.00204196,1.45197,11.2361,+
thn-2,-3.55671,4.12679,Q19876,,23.8493,24.1132,23.9075,27.5798,27.1441,27.8162,4.12679,0.00135,-3.55671,-16.7367,+
rps-23,0.462506,1.67109,Q19877,40S ribosomal protein S23,31.8334,31.6673,31.4441,31.1469,31.2961,31.1142,1.67109,0.0238958,0.462506,3.67348,+
sqv-4,2.81647,1.97496,Q19905,UDP-glucose 6-dehydrogenase,26.615,26.7181,28.518,24.3246,24.5517,24.5254,1.97496,0.0150965,2.81647,4.528,+
lsm-4,-0.302163,0.349175,Q19952,Probable U6 snRNA-associated Sm-like protein LSm4,28.6786,28.526,28.6933,29.6419,28.6401,28.5225,0.349175,0.5136,-0.302163,-0.841303,
,1.18289,2.2124,Q19959,,25.6034,25.2464,25.903,24.3593,24.6241,24.2207,2.2124,0.0112021,1.18289,5.28917,+
cec-5,0.0332502,0.0128485,Q19973,,28.9044,28.9581,28.6939,27.1182,29.7427,29.5956,0.0128485,0.982992,0.0332502,0.0388807,
best-14,2.90458,1.88878,Q19978,Bestrophin homolog 14,30.7946,31.0435,29.0426,27.055,27.2194,27.8925,1.88878,0.016595,2.90458,4.27306,+
,0.138231,0.161743,Q19989,,26.2823,26.0772,25.4411,26.1509,25.4687,25.7664,0.161743,0.809124,0.138231,0.430431,
npp-21,-1.09388,0.935316,Q1NZ34,,24.3714,25.3656,26.159,26.1166,26.3362,26.7248,0.935316,0.105266,-1.09388,-2.00042,
tag-343,0.0387204,0.0514224,Q1XFY2;Q9TZM9,,25.9997,26.3067,26.6572,26.5858,25.9766,26.285,0.0514224,0.935162,0.0387204,0.149578,
add-2,0.834939,0.489499,Q1ZXU2;Q20952,Adducin-related protein 2,27.9552,26.6557,26.4332,27.2156,25.2431,26.0807,0.489499,0.341014,0.834939,1.12383,
,0.428281,0.168846,Q20007,,27.7165,25.1737,27.7464,27.1803,25.6717,26.4998,0.168846,0.798466,0.428281,0.447194,
tag-290,-0.527789,0.386808,Q20014,,26.7943,26.5745,26.7726,26.831,26.5251,28.3687,0.386808,0.457444,-0.527789,-0.918382,
,-1.21276,1.88385,Q20033,,25.0235,25.5076,25.6887,26.8431,26.2118,26.8032,1.88385,0.0165267,-1.21276,-4.25879,+
idhg-1,-0.167958,0.110054,Q20049,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial",28.7353,27.9063,29.4414,29.5189,28.5627,28.5054,0.110054,0.862586,-0.167958,-0.304192,
,-0.833654,0.534916,Q20051,,28.7975,26.5917,28.0105,29.0481,28.2313,28.6213,0.534916,0.303683,-0.833654,-1.21319,
smc-4,1.27601,0.625711,Q20060,Structural maintenance of chromosomes protein 4,29.2889,28.9006,28.6494,25.9578,28.9989,28.0542,0.625711,0.232145,1.27601,1.39048,
